mtime,BL,BM,BQ,BU,CO,DS,DW,EP,F,FQ,FT,GP,HI,HL,HP,HY,IO,IP,J,JO,K,KL,LU,NO,NQ,NR,NS,OQ,OY,PQ,QT,QU,RS,SZ,XY
2021-11-08T19:20,2973542,4813388,2535494,2076782,2950992,3131562,3831747,2565324,1808678,3187545,3464374,3162288,3636993,1498307,2764975,2611916,4481382,4063407,3161522,3347457,5157981,5498046,3379342,4339404,3156730,4144161,2906394,4288223,4721648,3300723,3887271,2592893,2196307,3091284,3948262
2021-11-08T19:25,3385134,3919789,3066560,3820005,4096365,2613814,3005876,3016868,2874135,2489745,3649789,2300569,3375518,4424669,3046131,2084824,3441965,4744381,4775683,3722606,3984958,4579347,4181974,5177650,4017106,4145001,3357802,5657109,4974281,3830111,3088835,3769581,2853817,3619215,4370066
2021-11-08T19:30,2944099,3209579,3829568,2668887,4097729,3823921,2189379,3319131,3704938,3643917,4109772,3305907,2935582,3086948,3194303,3863571,4209445,4959187,4132526,3793598,4850267,1995686,3922261,4755150,4054884,3235837,3675733,3717856,1972739,3769980,4453654,3262970,2395096,2654249,4869392
2021-11-08T19:35,4523020,2973453,4931606,3121401,4431858,3905166,3113440,4248041,2559320,3460985,4169506,3968487,3060625,3548196,2884421,2301820,3518743,5056692,2814034,2412546,3163210,4402272,2883782,3562744,3775071,3703263,2669038,4227882,4684555,3873055,3578043,3390553,3871598,3158612,4672228
2021-11-08T19:40,3373944,4142916,4275665,2805558,3834600,3196187,3860811,3429088,2900177,3727722,3578891,4280904,4168473,2498078,3054684,3157519,4721268,4616477,3314964,2856935,3924402,2339989,4220432,4813042,3105984,3696275,2828008,4496802,5440352,3332150,3275340,2715911,3779716,4193888,5870121
2021-11-08T19:45,4430435,3294310,4395793,2834516,3631949,3833770,4079353,3440711,3092122,3070209,4075071,4019331,3669518,3512745,2526034,3150146,2983964,2196304,3405232,3337763,4103014,3424465,3644590,3869307,3395519,4227141,3386785,3519606,3519277,5105441,2786108,4620919,1987441,3656457,5419811
2021-11-08T19:50,3564784,3134183,4108561,3713922,3225876,4097762,3590028,2450223,3151736,2074221,3355285,3746662,3080764,4180662,1943971,2301089,2810947,2985547,3409873,3329550,4568140,4592842,2469000,3798075,4396233,4461593,4081148,3361817,4496586,4079406,4857225,4424523,4363225,2556616,4477094
2021-11-08T19:55,3656208,5207371,4136883,3567559,3349627,2648041,3714820,3730118,3124844,4115501,3564363,3948909,4441588,3476724,2336537,3123020,5459087,4412037,3892768,3687388,3113731,3758295,3153598,3822740,2256838,5120378,3818921,4249955,4995454,4596165,4240680,3140699,3565234,4967137,3338596
2021-11-08T20:00,4166183,3630090,4130107,2669798,3616950,3759519,2628527,3282265,3269669,2883851,4830468,3597816,3279973,3701648,3022243,3138455,5074630,2390239,4420237,3678623,4027396,4021744,3398967,4776550,3886524,3392573,4260760,3099209,4289050,4310027,2345072,5063566,2987807,4538239,4258805
2021-11-08T20:05,4451073,3762607,6606730,3240021,2470470,1957275,2785276,3762827,3540520,3358937,1503942,3204330,2714123,4083262,3074079,3034267,4256027,2947137,3560255,3116611,3640734,3525806,3496748,4439782,4289686,3731811,4283175,4882701,3893565,2686224,3222478,2812101,3181954,4163474,4402608
2021-11-08T20:10,4397551,3557471,3295748,3738868,4013572,3279109,2518905,2675427,3554324,3053497,4119819,4235174,3803312,3203507,2342865,3137139,3819007,3390220,3714342,4651043,3879244,5185915,3751250,3849600,3926670,3920986,3090550,3555908,4218071,2803745,3395401,4184980,2741062,3305335,4462666
2021-11-08T20:15,2854233,3612159,3859643,2876070,3836459,2591921,1836117,3993733,1920827,2304264,4224707,3466023,3455674,4130487,3795088,3468995,3602736,3808413,3689797,3298885,4308830,2182488,4746209,3002234,4932382,3948593,3759597,3958091,4306705,3303970,4464796,2777314,3456935,3384972,4602141
2021-11-08T20:20,4065093,3334547,3673515,3265249,3041038,3798871,2844562,2701959,3197553,3807895,2316111,3953521,4039764,3450392,1863826,3326471,2368789,2632238,3676724,3168074,4961838,4599575,2604769,4389148,4129523,2878417,5179327,3927509,3555677,3090443,4109543,3301962,2550025,3896492,2969532
2021-11-08T20:25,5918422,4186724,4533858,3354480,3240073,2468723,3002862,2480500,3384997,3179554,2538327,3514889,3164781,4163689,3937926,2380381,3268088,4047558,3942351,2812109,3486028,3454941,3781522,3613378,3301629,4566406,3429539,3564658,3305442,4139847,4406498,2731575,2929144,4143873,3204274
2021-11-08T20:30,3367553,3547893,3744908,1576884,2114571,4269070,3169119,2888581,2872533,4502970,2789246,4641004,3565811,3251022,3139679,2302945,5051595,3658135,5055803,3504431,3823588,3161946,3663507,3525301,3703930,3555293,3924066,5307348,4719562,4574437,3846728,2282200,4127471,3058804,3860957
2021-11-08T20:35,2947719,3889767,4015557,2798669,2747759,2850612,2743009,4232178,2600294,5230387,4619666,3426275,3086686,3463366,2803462,2980157,3118319,3728313,3121373,4680502,3362022,4124793,3625878,3615631,4429992,4090243,2100690,5124517,3934207,5258506,2698749,2678589,2733984,3583901,5959350
2021-11-08T20:40,5195036,3269923,3683396,2424676,2935958,1894364,3320680,2358074,3741144,2593241,5093294,4399791,3779778,3629319,4211144,3385000,3069039,2745438,3316892,4375604,2955265,3836749,3862336,4991996,4189790,3674424,2648966,4912688,3878393,3611798,2843432,3476474,2768112,3298612,3511588
2021-11-08T20:45,3849260,3549681,4173908,2448260,3501200,2898690,3046770,2858786,2359766,3056408,3174783,4459553,3670655,4139071,3140535,4011963,2612916,4102768,4196668,4184635,3294574,4002103,1530876,3115139,3861160,3833491,3884720,4339276,3330747,4038828,4027778,3818465,4844975,2213781,5096299
2021-11-08T20:50,4040298,2216126,3993608,2959072,2876973,4262445,3765861,3790054,3302791,3180416,4550475,4504306,3143754,3018336,3240676,3135721,2874918,2604160,4210491,4048937,3713922,3015561,4461960,4030739,2753140,3641077,3219398,2966858,3814280,3949390,3376866,3902670,3396709,2727004,5715681
2021-11-08T20:55,3636133,3308324,4583019,2696960,2987189,3379002,3490383,3565574,3370008,3125259,4102599,3522887,5155799,3867775,3710414,2873462,3962590,4074756,2929699,1916716,4507655,3643931,3311961,4641502,2016645,3594536,3332273,4097442,4212617,3563681,3650817,4088229,4948913,3793884,5451011
2021-11-08T21:00,4569147,3328817,2644065,2510998,4690392,3982986,3174556,3153466,2377928,4687872,2536885,3525212,3742949,4237049,3052021,2737452,1698806,3324631,4429955,3540569,3724132,2645547,3064094,4801841,3561892,3878636,2522679,3652427,3401850,4049572,4988034,3164471,4317040,2976073,4525375
2021-11-08T21:05,4119030,2775251,4204081,3527863,2953780,1864724,3071943,2603023,3562765,3138996,3019818,2954621,2785535,2609473,2618325,3136913,3171785,3378342,4151560,3697541,3989720,4056017,3364428,3991389,4932152,3793804,2779328,4677196,3675987,3675220,4853054,1865694,2921389,4161771,4771178
2021-11-08T21:10,3371883,4093076,3492564,3416575,3615907,4998081,2806214,3902611,3647090,3158295,5191528,4925643,3267653,4040719,2727645,2973230,2160524,5439229,3701942,2046400,2578849,2945236,3710315,4679159,4081938,4393585,3599630,3389856,3225368,4415093,2830100,2732519,4463016,5552156,3975545
2021-11-08T21:15,3025319,3765090,3714154,2848142,4553108,3236538,2175390,3876194,3281481,3439807,3369334,2994577,3750283,2708172,2944747,3596030,5064819,4453727,3607314,3109807,3982725,5098062,3445178,3512901,2883375,3365969,3849089,4793496,3480283,3658830,3852359,3899303,2796504,5083917,4229117
2021-11-08T21:20,3809879,4273249,3817314,3464824,3570677,4019719,2250986,4728523,2344478,4331292,2887889,3349854,3331295,3513590,2707827,3601893,3859849,3314058,4372494,2290883,4762914,4296527,3058438,4318870,3832953,4190589,3255296,4455705,4770148,4059743,3023087,2934681,3990981,4189311,5270928
2021-11-08T21:25,4164699,3314793,3171296,3382455,3784185,4069507,2055400,3806975,2501181,3018492,2972124,4105815,2372931,4545989,3867307,3353403,3125521,3347530,4665315,1674798,3502881,3527286,1815772,4723854,4710626,4143366,1608754,4151730,4079644,3064841,3326405,3374318,2844127,4256898,3523700
2021-11-08T21:30,3636860,2927097,2616932,2721498,4307691,3122718,3327386,4068025,2956845,2652662,4015826,3110600,2634937,3060389,3215149,4547897,3377266,3318028,4068971,2362038,3459056,4960828,4051600,4315900,3875050,3734566,1895598,3416565,4037899,4005907,2360273,3203716,3976792,5399441,4661893
2021-11-08T21:35,2600532,3148863,3953343,3775398,3060891,3670064,3499943,1680818,3000843,2633643,2820749,3778265,3550136,4115997,3182820,3125318,2349108,4037749,3099342,4046717,4143193,4055766,4084085,4761653,3929254,3543517,3209023,4456267,3139814,3862667,3863899,3595411,2970601,3908722,3453306
2021-11-08T21:40,2834995,5522717,3693150,3101300,3649363,3466816,3049892,2443303,3203366,3890821,3454069,2785243,4006031,3614273,3866181,2951025,2664113,4354020,3224267,2664186,4488118,3569207,3590274,3755993,4971250,4375438,3896926,4705733,3556487,2340810,2593517,4346077,2942230,3171631,4198040
2021-11-08T21:45,3024915,4115750,4557837,2841309,4592264,3077495,3285392,2873757,3670030,3666443,4208944,4569197,3304654,3561755,3009462,3447224,3448960,4370011,4998294,3383855,5295674,3669718,2792852,4749512,3004662,3876449,4497905,3764420,2213919,4301627,3611968,2426437,3617165,2943697,3541828
2021-11-08T21:50,3546088,3006862,4256807,2663471,2970425,4511882,1636682,2251748,2595863,1844245,4676772,3630531,3325635,3212891,2959438,2508234,4325476,4531628,4357608,2644353,3753895,4044041,2612983,3128334,4678442,4172608,3054901,4569770,3562415,3973169,2702537,3665176,3276664,3593696,4669962
2021-11-08T21:55,3623293,3489754,3743651,3697577,4397898,3231412,2075250,2051476,3167761,3370767,3518437,3117037,4606387,3932225,2920689,2675984,2864801,3889575,3459326,3161797,3660526,3258840,2693701,5404642,3104737,5517609,3871354,3683187,3567042,3309373,3104239,2609702,2164960,4419236,3463588
2021-11-08T22:00,3951564,3548886,3890547,3612464,3687592,4584197,3494480,3584830,2665678,3478824,3695343,4965688,3929218,3745411,2350577,2383403,3036990,4990197,3323102,3586706,3503317,3241827,3521282,4111008,3443818,4229291,4443224,4183574,3740301,5890257,2801572,3467047,3304379,4001255,5721816
2021-11-08T22:05,2988308,3988257,4329217,2296427,4404227,2512840,3031805,3162322,2155963,2936671,3020981,4353638,3313185,3320077,2978470,3229378,3131750,4003624,3160285,2734965,4110268,4540075,3437975,4600893,4200909,4085731,3708669,3980580,3342104,3225370,3628804,3652895,2987586,3141948,3874399
2021-11-08T22:10,4296302,3508945,3516475,3318363,3914981,3548728,3148525,2872597,1883052,4595585,4375351,4316637,3983449,2845635,3402787,3406171,2955961,3690873,3336960,1912056,3327699,5447152,3562996,3428669,3713662,4081785,4186511,2722837,3566647,3035093,5309421,4922991,4558248,3754510,3532105
2021-11-08T22:15,2680293,3440471,3560693,2585258,5005606,4363311,3349020,2589002,2372657,3048061,3179814,3819014,3180490,3827839,2080559,2975363,3630340,2420920,3160542,4533376,2697887,3511601,2899147,4336191,2592029,4766089,3500709,4537932,3150228,2578590,3170259,2826977,4134660,2788466,4692406
2021-11-08T22:20,4107363,5122386,4139963,2874519,3907590,2864961,1957341,3403858,5184881,3693893,3739242,3316869,4639590,4094279,2629451,2892926,3637756,3649482,4058468,3340772,4330524,2854367,3698686,3526401,3343729,4479774,2583286,2689863,3739739,3029349,3062675,3987068,3893750,4435827,4763970
2021-11-08T22:25,4101200,3520562,3055838,3334055,2804159,3475902,3356204,4302006,2801368,4541049,4297475,4828753,3200842,2438110,3146381,3187954,2761151,5087910,4257410,4323301,4965505,3073585,3464655,4048593,3139215,5553697,3394017,3138501,3775523,2894718,4027906,3739343,4049882,4182390,4987339
2021-11-08T22:30,4327640,3313345,4294963,1713078,3215044,3087747,5133403,4014674,3656500,2715800,4332998,3620530,1995597,3960991,3061026,3467397,3557075,3034298,3097686,3365069,4523475,4043543,4202287,4206370,3637039,3568361,2440638,4592498,3329333,4834823,2981862,3717454,4090286,3449044,4254140
2021-11-08T22:35,4954429,5022821,3739173,2020819,3532898,4398778,2750177,3869477,3783088,3433729,3082017,4327794,2645960,3502934,2341159,2989458,3427342,3661765,4683598,3902074,4270279,2942226,3896819,3470778,3993248,4434298,3415835,3426374,4504682,3967120,2711426,3473934,2575437,4935442,4498950
2021-11-08T22:40,3394204,3160785,3765828,3057027,4508819,3563464,2655036,3449972,2377374,3610315,4067761,4210398,2335957,2740313,3283951,3245983,3779611,4388263,3025211,3278337,5151210,3482989,3827912,3950407,4255554,5266154,1877085,3921031,4080112,3395797,2675278,3260910,4107528,4545174,4527339
2021-11-08T22:45,3696837,3377263,2829442,2201706,3996398,2288896,3450369,3410852,2206691,2683181,3043908,2789464,2850762,4816636,2457901,2257884,4190291,2865022,4318542,2383510,2775375,3250089,3187175,2704297,3930051,3574705,3781472,3728948,4374899,4947835,4740463,3027745,3224817,3587307,4494668
2021-11-08T22:50,4012996,4310076,2701644,2893037,3514872,2488309,2824863,2950766,4437790,4464301,3470501,4729298,4657575,3447147,2026496,3422490,3882565,2860252,4374087,3010389,4696803,3754252,2632254,4920029,3639795,3656800,3949513,3131205,4010496,5190763,4530890,3052220,2978543,3130977,5646153
2021-11-08T22:55,3534117,4825216,3410530,3938492,2923276,3174712,4300936,2851708,3568228,3233813,4541944,3419393,2585843,2796728,4120690,2257845,2744712,4608586,4184328,3799906,4964013,3636684,3633246,4544058,5057159,5178261,2451368,4560751,3268707,2871212,2893235,3203168,3222105,3391949,2866250
2021-11-08T23:00,4215221,3056776,3738816,2438090,3873415,2922270,3827916,3495563,2194519,4035680,3986133,3419918,2300877,4285815,4035146,3063866,3086986,2148156,3680767,4611430,4261482,2383045,3149907,3662521,4070433,4340053,2468803,3114945,3035672,3427637,3923099,2748183,3096153,3527718,3349792
2021-11-08T23:05,2526150,3143148,4579113,2581722,3256225,2945500,3917143,3153104,3585087,2747383,4237699,3144352,3926449,3542389,2526176,2685638,3853123,3806036,3294042,1990505,3188624,3447546,3491264,3964716,3792009,3710388,3257710,3664644,4736107,3836161,3662133,3182617,2230161,2497435,4489839
2021-11-08T23:10,3172424,4048202,2978827,2551772,3279804,3527839,3817323,4426399,2369565,3605015,3764052,4157650,4591355,3104723,3866804,1868638,3691926,4328831,4640523,4485186,3855918,3967350,3489932,3096272,3134235,3279345,4342055,4383179,3822142,3688966,2954577,4072692,2955969,3022713,2631470
2021-11-08T23:15,4960318,3459771,4661962,1788816,2765476,3138955,2927322,3519262,3332831,4293318,3423200,2616543,4480284,3583256,3024524,2967472,2298431,2265995,4256969,3503504,3228748,3161290,4147762,3594509,2277208,5641731,4259350,2916370,4384053,4437784,2361139,3536839,2243371,2980488,3873041
2021-11-08T23:20,3234555,2555077,5050457,1901530,3830754,3688858,2378109,3820063,3905752,2882602,3375738,2657694,3193434,2756047,3098815,3321367,3310506,4548036,4691147,2774806,4361908,4702715,2475883,3800628,3241423,4091361,4856510,3195730,3515083,3674870,3722475,2338776,3032914,3702487,4151205
2021-11-08T23:25,3904725,3306335,4706900,2953270,3166230,2718672,3834869,2675582,3057722,2644986,5305286,3896779,4293484,3221218,2781559,2721115,3321818,2736810,3457690,2738633,5604654,3428716,3322439,4778755,4221128,3835451,2540562,6688223,4565406,4272322,2879768,3198600,2261242,3021015,3484320
2021-11-08T23:30,4308978,2919556,3073023,3169531,4530561,2625899,4136827,3603885,2944153,4483484,3974805,2966937,4485835,4691094,2374936,2203973,3294828,3671802,4462629,2804666,4355446,4308163,3261937,2964643,3261982,5021985,3488737,4393382,3364278,3137769,3635695,4138402,3908600,5021465,4731511
2021-11-08T23:35,3996494,4618712,4180415,3510695,4012391,4140453,3532494,3624739,2704138,3493252,3840262,3785067,4173980,3344852,3345609,4420162,3899522,3839835,2123771,3605659,2589963,3501173,3169700,2851961,2741207,3326210,3917710,4009241,4693067,4138662,3333241,3090306,2879124,2188234,4095959
2021-11-08T23:40,3404891,4452997,3317760,3614209,3986226,4406277,3507190,4007105,3271160,3675266,4052592,3079284,2874187,3899947,2834915,4383087,2740038,3574641,2664029,4166903,3497545,3355119,2774269,4913603,4261927,1828430,3726991,4843158,3868419,3722850,3879091,2588608,3756892,3708322,4180717
2021-11-08T23:45,4031525,4222562,2594720,2558133,3996054,5309306,3350655,2625156,2102980,2403093,4712680,4018694,3526266,4007480,3432310,3001524,3443709,4166051,3918933,2161843,3805000,4651588,2785510,5051880,3117957,4086506,2813929,4832219,4262231,2691169,2904676,4342428,4208406,4951688,5391039
2021-11-08T23:50,3961284,4562208,3350307,3248610,3460462,3402695,2778205,2544550,3136218,1250596,3786303,3776945,3100609,4213198,3685690,3795533,3175279,3959543,4650825,3033026,3535440,3278324,4845954,4736192,2855282,4659555,4466659,3360005,4435964,3644920,5167736,3985120,2711458,3176051,4074321
2021-11-08T23:55,4229819,3918616,3701126,1475808,3160186,3843370,4642848,3192213,2923780,4180038,2859049,3910183,4349345,3163770,3396502,2394002,4171211,3045749,4401041,3250637,4706727,3415755,3095452,3039554,3655324,4306900,2629343,4645331,3090493,2766823,3799743,3740471,3638812,2196092,4922616
2021-11-09T00:00,3901587,4009086,4166082,2247047,2929630,3820370,4173814,3805159,2781114,2981323,4071919,2830867,3346462,4935588,2842880,4170805,4598199,3629711,5385852,3782582,3132725,3685714,3963684,4558221,3801371,4945029,4163958,3474657,4893815,4249773,4765210,4690305,3417557,4047626,3474071
2021-11-09T00:05,3799856,4376932,3919266,2979842,5547917,3873119,4073359,2745592,2809712,2660390,3811107,3765711,3931531,4152502,3013937,3523826,2937455,3923228,4383621,2759896,4612487,3235686,4538673,4060147,3978625,3772680,2958130,4998035,3916312,5387763,3787902,3272215,3771435,3601930,4693114
2021-11-09T00:10,4244327,3148170,4255034,2954071,2678838,4225643,4008973,2297732,3872349,3687822,2761063,5314739,2701741,3236503,2582425,3268612,3062829,3424533,4897331,2490155,3007117,3610631,2999264,3299390,4724744,4634238,3603715,4221424,4396256,5236487,3427644,3572082,2378719,3475959,4219856
2021-11-09T00:15,3432905,5321083,3658450,3285961,3285994,3282630,3099775,3364985,2651777,2605169,4341750,4493054,3756963,2713799,4475580,3437597,3384711,2277315,3485351,4330462,3510107,3950249,1813522,3299752,4894505,3772455,2625333,4799403,3829674,2525587,2822398,4712203,3178171,5218033,4673251
2021-11-09T00:20,5053592,3802981,4594997,3620335,3110671,3871333,4293762,3251879,2708189,3655102,4125856,3211432,2182798,2810035,3736705,3318844,3130217,3988475,4690425,3972569,4344331,3307900,3252066,3709062,3720336,3224011,3623462,3526385,2407345,4414146,3101701,3430373,2503093,4325125,4699782
