mtime,AB,AL,AR,BF,BO,BV,CH,CO,CZ,DI,DL,DM,DO,DS,EF,EH,GS,H,HI,HP,HS,HT,HW,HZ,IU,JR,K,LO,NS,NU,OV,P,U,VW,XY
2021-11-17T23:55,3723514,3099325,3705951,3426243,3508426,2643537,4610426,3458170,2415668,3915785,3902972,3671523,2787355,3662263,4833031,2470330,3381172,4168621,3303136,4469279,2828413,4911455,2686768,3402569,5205460,4666118,5490727,3488575,4819065,1626534,4084870,3134769,3938655,3266898,3044845
2021-11-18T00:00,3468832,2757816,4196072,4555240,2177800,4731824,3984851,4298259,3325615,4393581,4161190,3642779,3108784,3758813,3431335,4359920,3576459,3108512,5432491,3737904,3814457,4775215,5229624,2875700,3125798,3975510,5795422,4874840,4038794,4446621,2082325,2743018,2926954,3478289,3082868
2021-11-18T00:05,3313057,3899880,4416758,2961770,3402016,2053802,4663384,3831389,2966426,2593127,3579585,2703122,3845945,4536918,4016457,3139219,5053895,2281368,3933842,2913205,3776985,3799791,2879305,3464993,3764216,4577152,3494497,3416281,3878309,4473642,4092529,4062591,5270697,4845056,3800103
2021-11-18T00:10,2336419,2866424,3444861,3104929,4051995,4276461,4639638,4104724,4089557,3843738,2843489,2435118,2994058,4125112,3179085,3120167,3960281,2708744,2856775,3255340,4364474,2980654,4093440,4123338,3387861,4633137,3165043,4314491,3069588,3637680,4412976,4154616,3947761,3112704,2548302
2021-11-18T00:15,2624963,4587784,3005477,4852625,3525627,4146500,3980369,4870558,4240864,3724469,3937763,3088107,4341083,4407380,3118114,4029442,3591654,4052788,3974109,3971183,4858947,3869632,4705500,4226358,4188730,3567356,4063870,4273057,2189381,4043006,3837129,3688600,4520705,2669108,2702074
2021-11-18T00:20,3416508,3221158,2771127,3319418,3141638,2005214,4473224,4285241,3153327,2569249,2464940,4224130,4229817,3417562,3530963,1710183,4938935,3372892,2824090,3236687,3035895,3954846,3753844,4028631,2895859,4256311,4990349,4326884,3669257,3090112,3903062,2534856,2621624,2282545,4468989
2021-11-18T00:25,4014936,4936512,3704239,3679232,4092465,3330755,3686580,4684352,2942369,4121136,4631924,3552487,3282861,3668761,3958157,3067234,4285682,3540285,2971922,3994975,2485973,3406098,3148722,4010472,5015773,3210607,3741685,2436941,2720491,3516848,3811095,3860744,4370220,2766932,3790250
2021-11-18T00:30,3010609,4773800,2700465,3455515,3769389,2971254,4078699,4655071,3317264,3478393,5038034,2726377,3349442,3117067,3607064,4999409,4861628,3408451,3796158,4856078,5647563,4279777,3606939,3413396,4078204,3986774,4810047,4531892,3511978,3264839,2775266,2918070,4404445,3689454,2914613
2021-11-18T00:35,3064654,2993928,3831998,4121958,3760517,2388340,2739601,4981491,4069260,3080345,4484668,3016658,3493375,3091539,3942344,2626204,2351144,3156209,4613449,2796012,3863203,2950529,2722572,3539841,3154212,5212923,2820950,4793136,3117685,5076889,2901208,3122440,4051843,3507524,2882356
2021-11-18T00:40,3170999,2871318,4625329,3386644,3148632,2035137,3482714,2744162,2625340,4087613,3389498,3641115,2937684,2400041,3797816,3420181,3841399,4592770,3208000,3383057,4179261,2848772,4529347,3715877,4090911,3331259,5085871,4240263,5329920,5303596,3770705,4757065,4645431,3352760,3998635
2021-11-18T00:45,3987836,3127740,3510670,3347351,2247366,2869154,4388433,5486837,3370170,4022115,3834268,1949112,1979466,4952791,3430657,3748484,2997313,3516369,2638684,3841803,3646484,3423954,3575314,3978935,2892374,2778911,3614307,4508896,4966490,4558993,3981535,4483053,4437104,2750478,2841622
2021-11-18T00:50,3648641,6020088,3042522,4366145,5223400,4141530,3331676,4273760,4579360,5183635,4238041,4139555,2205817,3418647,4688630,4194248,5720549,3110323,2862268,4872248,3339449,2528951,5052296,2701945,2778292,4391495,5825911,4476556,3410555,4361593,3875137,2382635,4249458,1985122,3383585
2021-11-18T00:55,3193539,2650094,5796916,4465246,2314127,3423897,3725060,4179611,3298283,3205490,4647768,3546513,3354546,3898838,3483254,3458576,3860086,4217397,3038016,3419643,2885740,4102869,4072488,4152365,3186632,3896326,4307026,4166434,5482885,3736631,3230891,3181876,4774315,2988919,3466244
2021-11-18T01:00,3237415,4963344,4653863,2553060,3993006,3424467,3416912,3523380,3862183,2265217,2714406,4576257,1854533,3032123,4321460,3918927,4417431,2308065,3240663,4306918,3440757,2970420,4479118,4274661,3891178,4974957,4044838,3204256,3615423,4029835,2337547,2969506,5734942,3588526,3949462
2021-11-18T01:05,2977795,3745543,4162046,3364116,4071558,3615608,3570882,4312891,3609020,3754349,3740962,2749548,2595959,4150399,4257509,2629767,2999851,3642731,3033318,3100180,3411487,2532751,3105354,4630227,3290400,3907012,3466119,2621535,4134864,5552318,2969242,4066118,5196319,3856706,4148815
2021-11-18T01:10,3749803,3966565,3574340,2859783,4979981,2906653,4632958,5209082,3469608,4690722,5287936,3514009,3009450,3610999,3628135,3386297,3981691,3234217,3451581,3501199,4549132,2209836,4064404,4307330,3090830,5516947,4645804,3484075,4657849,4396807,3837618,3377020,2866103,2992546,2825159
2021-11-18T01:15,2807308,2771504,3526674,3155108,4659570,3599237,3826051,3729856,3278319,4873679,4366756,3310522,4408345,3730574,1750334,3105619,5646347,2135837,3398985,4173825,5633461,3312882,2064143,2548741,2978769,4953160,3777300,3545772,4021097,4074578,3666017,3044361,4948856,3140879,3581671
2021-11-18T01:20,4695213,3150931,4453383,3583999,2409539,3913339,3567585,4382038,3375982,4575918,4601467,3049476,2865837,3827200,4021959,2846906,4244075,3047532,4350979,3191928,3579061,3774864,2899902,3434657,3507509,4330384,4310990,2931746,3260295,3447811,4932114,3876686,3953208,4257233,4086169
2021-11-18T01:25,3510653,4482464,3709978,3631617,3758412,4638734,4977214,3082389,3557645,4004803,4181642,3429353,2704451,4302403,4669010,4128925,3565720,3629247,3752692,3624623,5500341,3270263,4265340,4112674,3826899,3997674,2893366,4127339,4672041,3982154,3494412,3056139,3009846,2979824,3680889
2021-11-18T01:30,3168521,4142652,3261969,3579022,3795933,2601853,3085548,3072348,3381272,3430949,4099879,3294905,2937661,3611574,3564226,2998990,3535377,4259671,4389494,3364311,3924039,4435194,3308398,4472899,2352293,3000400,4735025,2499311,5939252,4633330,3190387,2816527,5414746,3766849,4142291
2021-11-18T01:35,3701983,4325072,4213567,3579157,3871281,3626327,3718814,4478993,3958713,3900190,3147251,2070232,4408104,3777805,3860619,3012921,4981376,2891706,3503625,4051795,3214147,3151883,2232908,3933397,3369269,2911290,4481907,3259575,4217350,3211684,2684370,2667997,5508938,2823421,3251145
2021-11-18T01:40,4214844,3730867,3479794,4403624,2463905,2789474,4183719,4204304,3330470,3582444,4257776,3828764,3129726,4582392,3292134,3316532,4518887,2893752,4017759,2640146,3555284,4626689,3686316,5279679,3919281,3272738,4907149,4125445,3568754,4561210,5929645,2376423,5402398,2842427,3746175
2021-11-18T01:45,2523649,4140008,2870400,3779545,2692552,3266647,3122106,3903373,3369083,5820737,3748400,3145061,1982245,3117980,3442456,3346820,3770746,3879506,3826404,3057541,4116662,3017375,3350459,3713180,4018780,3377811,4086617,3220409,4214667,4022553,3478866,3725218,2918880,2943266,4682168
2021-11-18T01:50,4136932,4086043,4230475,2355730,3342956,3164537,2999421,4001778,3987677,4024517,5042349,3229410,3566865,3455130,3049632,3176596,4741838,4138009,2955145,3773913,3523470,4225968,4823360,2780353,3669072,4510630,3480997,2225424,3895921,3666881,3763523,3319095,2987959,2788923,3372313
2021-11-18T01:55,3080081,3213793,4624031,3063161,3432938,2652386,2619797,4092702,3199806,3198345,3053550,4910490,2920063,3496124,3461454,4653778,4158066,2954645,3514593,3878022,3757328,4115644,4782032,4237573,4440800,4894559,4014677,3971051,3707355,3746143,3197196,4240864,5235978,2029215,3429922
2021-11-18T02:00,2422365,2642498,4489642,3889232,2668108,4953965,3378533,3173159,3228144,4103827,3995319,3798491,2657060,4354746,4209734,3507957,4735443,2886396,3174867,3508199,5617382,3951858,3305747,4234146,4962687,3737480,3676426,2869550,3041970,4372301,2885070,4005462,3454242,3430142,4368856
2021-11-18T02:05,3357648,3891603,4741464,3444409,4067052,3338008,4580698,3164792,3773995,4970177,4054793,1664121,3892269,3809922,2946456,3417167,3760015,4245481,2920806,4127423,3725428,2367022,3440685,4331536,3576584,4661111,3531617,3531598,3714048,4465239,2804741,2912439,4396220,3629045,3577228
2021-11-18T02:10,3715624,4188024,3367312,3991681,3565230,2885025,4113405,4324906,4012340,3236486,4472821,2801993,3468722,2974180,3131849,4173380,3490855,3636035,3539354,4653326,4551049,3764163,3972271,4791742,3446279,3826964,6194613,2512971,3727340,4601707,2722417,3432577,4170635,4345479,2870533
2021-11-18T02:15,3365637,4275935,2513592,4693418,4219087,2681198,3762724,4593405,2461034,3345582,2821102,3767727,2885551,4175577,3280012,3248601,3964942,2783793,3469751,4012232,4521807,4263326,2991395,5619826,3127068,4884754,3537436,2921873,4062365,3384702,3323721,3878303,3525019,2996124,5935429
2021-11-18T02:20,2331740,3462057,4313555,3576283,3926955,2748797,2752576,4501999,3262366,3900449,5084055,2484458,3908066,4305940,4271157,3729018,3260648,2159865,2629992,3885245,4309043,4727330,3946887,2753830,3966483,5198648,4243442,2775465,4139464,4399880,2623234,3410147,3069664,3281989,2915398
2021-11-18T02:25,3787145,3263379,3265843,2907644,2600061,1764741,2811341,4686544,5546004,4610504,3512543,2766436,2813133,3634506,3519862,3245408,2151671,3154477,3532650,2853662,5316728,3182821,3890256,3231908,3187001,3489653,3370856,3095902,3973361,3745261,2768283,3668343,5290385,3378720,2887362
2021-11-18T02:30,3025292,3278800,4863469,3934290,3754170,3502164,3639881,6162709,3396025,3483178,3418053,3148618,3193870,1896528,3405265,3241170,4946268,2981071,2965797,2308461,5292675,3971452,5340112,3877521,3104881,3099747,3630645,3854236,3066159,5959481,3487742,4435314,3598577,1650327,2858206
2021-11-18T02:35,3176689,4856278,3987213,3371439,4235867,3911818,3656285,3986403,3917297,2955195,3915690,4006689,3577556,3187237,3648613,3167584,4826122,3702794,3638231,4442043,4906883,3934859,4553762,4791506,3081982,4091748,3513425,4328528,3788729,5488942,3759781,3970559,4065119,3066819,3301104
2021-11-18T02:40,3476812,3220600,4114938,4514035,3913080,4182654,4271377,3170800,4642528,5634924,4359253,3088748,4321239,3061323,2913729,4356212,3231391,2297618,2929354,4362546,4594305,4093786,4929471,3462424,2895173,5177390,4942022,2978996,4708664,4264810,2997655,4591489,4424169,3917983,4342991
2021-11-18T02:45,3213677,3295054,3764922,2928307,4266011,3899287,2033224,4723765,3314171,4064458,2986504,3849891,2800979,3633096,4028618,3353094,5569781,3271094,3025048,3365223,5038328,3848459,3519609,2588333,4358996,5900034,4639555,3459319,5693535,2712027,3155967,2676944,4475132,3040547,3589470
2021-11-18T02:50,2780068,3021411,3280340,4127893,3844150,3460757,3466403,3600698,2786658,4771706,4688828,2657879,3607126,4731188,3513283,2210788,6269398,3835492,4046108,3542515,3699013,3596552,4372945,3959677,3382844,4677518,5323050,3921388,3937576,3065289,3667710,2635064,4145720,3142940,3821578
2021-11-18T02:55,2098309,2705966,5152986,4074112,3919815,3110033,4455178,4885732,3202922,4381804,4021163,3070658,3437773,3839545,3945526,4117901,2839328,4536341,3096269,3528497,4972271,3643794,4041365,3019482,4958368,3349856,3610743,3472489,4370849,4931450,4201949,4301480,5051493,3007773,3679909
2021-11-18T03:00,2407072,4324086,3790039,3798743,2371410,2801641,4248568,4756290,2484798,4157089,5343482,3869848,3181169,4730418,2926417,3367512,3812704,2965339,2873483,4878929,5690767,3310052,3508923,2743148,3886347,3616394,3391171,2899764,4669882,4651477,4811995,3238871,3598065,1591731,3406418
2021-11-18T03:05,3833715,2304135,4702700,3320256,3850702,4142603,3357470,4444921,3386524,3640869,2072077,4366006,2276504,3543421,3621550,3751873,3416550,5059393,4573008,3222103,5096470,3731893,3130798,3895528,2897293,4442591,4200548,3076463,3027186,4340025,3121492,3313465,4806800,2149547,3327646
2021-11-18T03:10,3126852,3903204,3853329,3774447,3305617,4334417,4500882,4603392,3963465,3561946,3360220,2365056,2681191,3737408,2957825,3132341,4253431,2659447,2770532,3270633,4610343,2930714,4460627,3702810,5035586,4606553,4188449,3972258,4183793,4348974,3399302,3033463,3882343,2708380,3110332
2021-11-18T03:15,4263295,2993234,4525164,4179943,3929098,2922709,4105266,5033218,3433454,3459747,3769636,2361830,2685680,4535723,3467765,3099421,4085315,3590469,3500986,3270167,5127561,4929520,5481167,3914699,4917601,4082467,5483686,4034993,5158295,5087389,4887088,4818851,4122091,2833922,3054413
2021-11-18T03:20,2705327,3521837,3890672,2864788,4582554,2773861,4478668,4336900,4837707,3177841,3420080,2882879,2883257,4010977,4034761,4016128,4013049,4219104,4588905,4763548,4717444,4249159,2942522,3912405,2770518,3170340,3471091,3726916,4608991,4829074,3250911,3276178,3520037,4026749,2144969
2021-11-18T03:25,3517508,4601132,3527493,3128851,2684501,4229258,3040841,4280555,4298477,3237198,3815271,2539453,2701279,4339315,3444413,2958063,2113669,4040423,4239540,2178552,3574782,3722426,3548283,3834934,4181645,3948989,5202713,4077057,3480690,4383485,2504979,3187764,3822599,3937605,3440791
2021-11-18T03:30,4158138,3142344,4002973,3978242,3867983,3439300,3101075,3803480,3999924,3191503,3290434,1869494,2842361,3296878,4076728,3817980,2752294,3255660,4830424,5135942,4508905,3662229,4695012,3802631,3383084,4608372,2132109,3788661,4305944,5848083,4468292,4050741,3435794,3532755,3548268
2021-11-18T03:35,2804352,3985146,2702614,2700139,4962777,2638963,3503405,4422780,2721446,3206590,2555687,4075363,2528129,3912684,3104573,3968483,3828073,4364971,4320858,3164696,4754637,4673416,3623160,4766536,3670765,2853459,4768897,3479465,1599181,4106615,2825942,5235212,3365810,3233326,2904186
2021-11-18T03:40,4122249,4012596,4262349,4481671,3382383,4465292,3965913,3444883,3302260,3629057,4020757,3999176,2039626,3547644,2983878,3403121,5269427,2749566,3758708,2032945,5394784,2813489,3099654,2788784,4396571,4830537,5066954,3909934,4275869,4809910,3714802,4070145,4574799,3558787,5114040
2021-11-18T03:45,3202133,3869704,4032969,3572321,4524479,3464083,4199812,3037764,3235402,5256689,4874827,4337520,3281402,5280362,3562439,2051170,4019666,3577151,2595381,3220571,3618772,4184565,3750734,4094884,3083120,5115974,4075367,4323547,3366784,5088654,3142722,3434906,4189388,3360385,1558839
2021-11-18T03:50,3425132,2752458,3117060,3034759,2904753,2133698,2864631,3358748,4268141,3934296,4359540,2698428,2343333,3398314,4244102,2935699,3369406,4335315,3606146,3424329,2839028,3803738,4749969,3681627,4775363,3704374,4221795,4585269,5277188,5286245,3427169,5166311,3275318,4019630,5191053
2021-11-18T03:55,2217491,3907410,4477996,4433635,3053560,3253866,5018348,4578594,2921054,4062214,3297973,4149523,4018895,2118385,3165584,3353445,4575821,4053581,4324326,3401336,3506731,3722514,4438722,4190765,3103206,3568759,4036576,4086066,5055096,4556608,3642737,2818336,4474177,3229265,3786075
2021-11-18T04:00,2960218,4911099,4177381,3158971,3901377,2072127,3982171,4979140,3184111,3386998,2890775,3992966,3103875,3252428,2979858,3505530,3010674,3872143,3790512,4292315,4533596,2810997,3755490,3778919,3436143,3938871,4152612,3357382,4217803,3877861,3577410,2999145,3541843,5771969,3432708
2021-11-18T04:05,4523951,3280264,3989918,1765059,1939865,2504621,3952067,4251612,3670532,4081556,3847952,3809817,3164828,3302864,4203969,3416971,3932376,3783620,3286040,4327992,4318253,4682017,3035217,3133994,2646677,3919613,5079098,3370767,3473631,4670672,3752794,5047189,4801014,2882828,3845092
2021-11-18T04:10,3564529,3584810,3621761,4487573,3753999,2720782,4886670,5114055,3743929,3455214,3599816,3031891,3784258,4520596,4376833,4122192,4964096,2586793,2273517,4776579,3437781,3891834,3917343,3877865,2599658,4690199,5848112,3390127,3627906,2630165,1864481,2019209,4221421,4378925,2575154
2021-11-18T04:15,3820026,4059342,3889473,3251870,2891530,2777564,3501421,4877359,3652187,4034803,3505495,2950910,2258498,3609907,3286465,4466386,4446138,3545579,5215210,3583322,5176916,3562476,4602332,4936583,3576985,3895948,4002434,2363366,5020258,4364352,2866486,3908317,2187695,3155472,3098748
2021-11-18T04:20,3639816,4923782,3896113,3481932,2926380,3594167,3816623,2884680,3459513,3362460,4004002,3021903,2947940,3354017,3807517,2275597,2535082,3178420,5273133,2291803,2699369,3369975,3372303,3439066,3360027,4667558,4512345,4580346,4475990,4131938,3493705,4010336,3069765,4554252,2353450
2021-11-18T04:25,1583873,4206029,4228960,3477245,3891037,1936352,3509837,3097726,3136414,5082495,2964504,4161224,2441462,4149383,2944980,4151071,2701996,2161935,3112896,4305862,4225209,3889260,4239809,3872830,3388981,5726366,4859759,4063737,3613954,4977873,3658125,4232420,3996213,3530717,2552913
2021-11-18T04:30,3562511,3214141,4619079,4423580,3941387,3084591,4296120,4108740,3928490,5097836,4131215,3303832,3594499,4972708,5921272,3816000,3001418,4268534,4667225,3581047,4294093,3704918,3312367,3478709,3222981,3136206,4149448,4163166,3406549,3742548,2907373,4067191,6291026,3122936,2420452
2021-11-18T04:35,3980470,4002098,3940177,3771414,3825511,2041713,3269046,4250899,3133078,5468433,2893695,2768212,2267367,4144889,3324210,4193803,5087375,4134544,3771047,3596385,3949097,3562957,3786644,4452609,4593895,3719661,4765880,2957220,4287625,3409579,3306119,3721548,5044307,3426259,2746237
2021-11-18T04:40,3266455,4424936,2990699,4569831,2975005,3519883,3180921,4659481,2981746,3900553,2943512,3038700,3148005,3650400,3536691,3554343,3795118,3832814,4843219,4001875,4650493,4755714,4178913,2768574,3516630,3700800,4445251,3761837,3432935,3313286,4438192,3289685,4946840,3288786,2382336
2021-11-18T04:45,3243765,2905807,3552379,3596653,2894932,2696792,3325183,3668610,3204255,4028901,3986635,3329620,2474103,2110742,3216649,4105118,3492918,4479367,3703005,3724014,3676419,3970253,3250052,2906638,3863593,3922529,4531455,4776114,3389041,4612081,3109258,5258926,3140443,4106805,3876890
2021-11-18T04:50,3242371,3367191,3964295,3533507,2110179,3187332,4634969,5909301,4038300,3964466,5755706,3436809,3946700,3383154,3941290,3674128,3472959,4974385,2876063,3948536,3472426,3360776,3161744,3437787,3627616,4662208,3770923,2471697,4192484,5395985,3903113,4236700,4689505,2551269,3460727
